Date,Power_kW,temp_C,HR,windSpeed_m/s,windGust_m/s,pres_mbar,solarRad_W/m2,rain_day,Hour,Weekday,Month
2017-01-01 00:00:00,74.897706,8.72,74.6,2.138,3.774,1029,1.163,0.0,0,6,1
2017-01-01 01:00:00,75.17355649999998,8.21,75.0,2.0340000000000003,3.2710000000000004,1029,1.357,0.0,1,6,1
2017-01-01 02:00:00,74.2081752,7.58,79.2,3.04,3.522,1028,2.604,0.0,2,6,1
2017-01-01 03:00:00,73.7358886,6.968,81.2,4.046,5.032,1028,1.44,0.0,3,6,1
2017-01-01 04:00:00,75.1023508,6.7970000000000015,80.8,3.522,4.277,1028,1.773,0.0,4,6,1
2017-01-01 05:00:00,75.7873,6.1610000000000005,81.7,5.22,7.04,1028,0.388,0.0,5,6,1
2017-01-01 06:00:00,77.6023772,5.8020000000000005,80.5,4.864,6.541,1027,0.997,0.0,6,6,1
2017-01-01 07:00:00,78.4381374,5.525,80.5,3.564,5.283,1027,1.1909999999999998,0.0,7,6,1
2017-01-01 08:00:00,79.3300222,5.3870000000000005,80.6,2.222,3.019,1027,4.627,0.0,8,6,1
2017-01-01 09:00:00,79.1734842,5.407,80.6,2.809,4.025,1027,38.79,0.0,9,6,1
2017-01-01 10:00:00,79.9118854,5.62,80.5,4.822,6.0379999999999985,1027,176.4,0.0,10,6,1
2017-01-01 11:00:00,79.9960723,6.206,78.4,3.522,4.78,1027,159.3,0.0,11,6,1
2017-01-01 12:00:00,78.9804843,7.25,75.1,3.606,4.277,1026,270.5,0.0,12,6,1
2017-01-01 13:00:00,80.4000167,7.82,76.1,1.824,2.516,1024,208.4,0.0,13,6,1
2017-01-01 14:00:00,82.9294417,9.28,71.5,1.5719999999999998,2.013,1023,186.7,0.0,14,6,1
2017-01-01 15:00:00,84.2287071,10.1,68.96,1.321,1.761,1023,147.7,0.0,15,6,1
2017-01-01 16:00:00,84.272805,9.78,71.8,0.0,0.0,1022,76.4,0.0,16,6,1
2017-01-01 17:00:00,85.5831426,9.26,75.1,1.971,2.516,1022,18.42,0.0,17,6,1
2017-01-01 18:00:00,85.15858100000001,8.87,76.6,2.6,3.019,1022,3.324,0.0,18,6,1
2017-01-01 19:00:00,86.1590879,8.9,75.8,1.761,3.019,1021,0.5539999999999999,0.0,19,6,1
2017-01-01 20:00:00,87.6857152,9.26,76.1,2.5580000000000003,3.2710000000000004,1020,0.997,0.0,20,6,1
2017-01-01 21:00:00,86.0090405,9.21,77.8,0.7340000000000001,1.761,1020,1.4409999999999998,0.0,21,6,1
2017-01-01 22:00:00,87.44747199999998,9.51,78.0,1.321,2.013,1019,1.496,0.0,22,6,1
2017-01-01 23:00:00,88.2941135,10.09,78.4,1.551,2.264,1018,1.745,0.0,23,6,1
2017-01-02 00:00:00,87.3963108,9.64,81.4,1.53,2.516,1018,1.496,0.0,0,0,1
2017-01-02 01:00:00,89.1758806,9.57,84.7,2.7460000000000004,3.2710000000000004,1017,1.136,0.0,1,0,1
2017-01-02 02:00:00,88.1238307,9.97,85.2,4.57,5.032,1015,2.521,0.0,2,0,1
2017-01-02 03:00:00,87.7779199,9.8,86.1,6.017,7.3,1015,1.329,0.0,3,0,1
2017-01-02 04:00:00,87.1412684,9.83,87.3,5.157,7.04,1014,2.52,0.0,4,0,1
2017-01-02 05:00:00,96.3670836,9.84,86.2,5.43,7.8,1014,1.163,0.0,5,0,1
2017-01-02 06:00:00,109.7333289,10.43,82.8,7.23,9.06,1013,1.025,0.0,6,0,1
2017-01-02 07:00:00,179.4389367,10.39,82.2,9.18,12.58,1013,1.08,0.0,7,0,1
2017-01-02 08:00:00,278.7035005,10.16,81.8,8.43,10.82,1013,1.495,0.0,8,0,1
2017-01-02 09:00:00,300.0487931,10.15,80.1,8.05,11.82,1013,31.38,0.0,9,0,1
2017-01-02 10:00:00,329.3708422,10.75,78.2,7.0,8.81,1014,59.38,0.0,10,0,1
2017-01-02 11:00:00,355.2124025,11.21,76.7,7.99,10.06,1014,53.12,0.0,11,0,1
2017-01-02 12:00:00,373.9417924,12.36,73.3,8.68,10.06,1013,107.6,0.0,12,0,1
2017-01-02 13:00:00,361.8446503,12.86,73.2,5.115,6.541,1013,25.12,0.0,13,0,1
2017-01-02 14:00:00,354.1196909,13.96,68.63,5.074,7.55,1012,8.81,0.4,14,0,1
2017-01-02 15:00:00,354.5873959,12.69,79.6,5.891,7.55,1013,22.6,1.4,15,0,1
2017-01-02 16:00:00,347.5905291,13.42,75.4,6.877000000000002,10.31,1012,34.28,2.5,16,0,1
2017-01-02 17:00:00,315.1220662,13.11,78.0,8.91,13.08,1012,3.988,4.0,17,0,1
2017-01-02 18:00:00,268.6617787,13.99,75.0,7.4,10.82,1013,5.567,4.3,18,0,1
2017-01-02 19:00:00,183.7777119,13.49,78.5,8.09,13.08,1014,1.44,4.3,19,0,1
2017-01-02 20:00:00,160.701529,13.65,79.2,7.23,11.07,1015,2.437,5.0,20,0,1
2017-01-02 21:00:00,136.6553832,13.26,83.8,7.95,9.81,1015,1.135,6.6,21,0,1
2017-01-02 22:00:00,133.1861575,13.71,81.9,5.765,7.3,1016,1.883,6.6,22,0,1
2017-01-02 23:00:00,129.418746,14.06,84.6,6.688,12.33,1016,1.4680000000000002,6.9,23,0,1
2017-01-03 00:00:00,128.49192649999998,14.36,83.0,8.11,9.81,1017,2.132,7.2,0,1,1
2017-01-03 01:00:00,122.64924109999998,14.24,83.8,5.744,7.3,1017,4.126,0.1,1,1,1
2017-01-03 02:00:00,121.5198767,14.32,83.8,4.298,5.535,1017,1.634,0.1,2,1,1
2017-01-03 03:00:00,120.8690986,12.83,87.8,5.053,6.792999999999998,1018,2.021,0.4,3,1,1
2017-01-03 04:00:00,119.5690696,13.97,88.8,4.78,6.0379999999999985,1018,0.249,0.6,4,1,1
2017-01-03 05:00:00,124.449619,14.77,85.5,7.84,10.06,1018,0.997,1.1,5,1,1
2017-01-03 06:00:00,135.9032372,14.86,84.5,4.759,5.535,1018,0.443,1.1,6,1,1
2017-01-03 07:00:00,186.6402574,14.85,83.9,4.256,6.0379999999999985,1019,0.0,1.1,7,1,1
2017-01-03 08:00:00,288.85842599999995,14.99,84.6,4.088,5.283,1020,2.298,1.1,8,1,1
2017-01-03 09:00:00,333.298037,15.13,83.3,5.682,6.792999999999998,1021,68.05,1.1,9,1,1
2017-01-03 10:00:00,371.8474285,15.64,81.7,2.264,3.2710000000000004,1022,205.5,1.1,10,1,1
2017-01-03 11:00:00,348.5484653,15.86,78.6,2.495,4.277,1023,156.1,1.1,11,1,1
2017-01-03 12:00:00,347.6258456000001,16.08,74.0,5.912000000000001,6.792999999999998,1023,291.8,1.1,12,1,1
2017-01-03 13:00:00,335.241399,16.5,70.1,6.206,8.81,1022,319.2,1.1,13,1,1
2017-01-03 14:00:00,341.1354365,16.48,74.4,5.409,6.792999999999998,1022,247.0,1.1,14,1,1
2017-01-03 15:00:00,342.6078482,16.33,71.0,6.352,7.3,1023,195.3,1.1,15,1,1
2017-01-03 16:00:00,336.0174075,16.05,67.79,6.751,8.55,1023,105.7,1.1,16,1,1
2017-01-03 17:00:00,303.4074877,15.34,75.2,6.394,7.04,1024,29.18,1.1,17,1,1
2017-01-03 18:00:00,251.3001873,15.28,76.6,3.753,4.277,1024,1.495,1.1,18,1,1
2017-01-03 19:00:00,178.63944750000005,15.02,80.7,1.761,2.767,1025,1.329,1.1,19,1,1
2017-01-03 20:00:00,145.4654182,15.05,82.7,1.1740000000000002,2.264,1025,0.748,1.1,20,1,1
2017-01-03 21:00:00,118.8631214,14.99,82.4,2.809,3.522,1025,0.8029999999999999,1.1,21,1,1
2017-01-03 22:00:00,111.3487247,15.02,82.0,1.384,2.013,1026,0.332,1.1,22,1,1
2017-01-03 23:00:00,110.5564897,14.94,82.4,2.914,4.025,1026,0.748,1.1,23,1,1
2017-01-04 00:00:00,107.4486377,14.35,84.6,1.153,2.013,1027,0.581,0.0,0,2,1
2017-01-04 01:00:00,96.9098123,13.26,87.9,1.6980000000000002,2.264,1026,0.415,0.0,1,2,1
2017-01-04 02:00:00,95.7558218,13.06,89.5,1.342,1.761,1026,0.6920000000000001,0.0,2,2,1
2017-01-04 03:00:00,95.2963255,12.44,90.2,2.264,3.019,1027,0.471,0.0,3,2,1
2017-01-04 04:00:00,93.7840157,11.74,91.1,3.103,3.774,1027,1.274,0.0,4,2,1
2017-01-04 05:00:00,95.5133788,11.67,91.4,2.9560000000000004,3.774,1026,1.745,0.0,5,2,1
2017-01-04 06:00:00,114.30309309999998,11.56,91.5,2.1590000000000003,2.516,1027,1.662,0.0,6,2,1
2017-01-04 07:00:00,187.3681591,11.58,91.7,1.405,2.013,1027,3.2960000000000003,0.0,7,2,1
2017-01-04 08:00:00,295.4337856,11.46,91.9,1.3,1.509,1028,9.03,0.0,8,2,1
2017-01-04 09:00:00,327.8247431000001,11.43,92.0,1.237,1.509,1028,33.87,0.0,9,2,1
2017-01-04 10:00:00,356.0218185,11.82,91.9,0.0,0.0,1029,114.5,0.0,10,2,1
2017-01-04 11:00:00,362.9083451,11.91,91.8,1.551,2.013,1029,242.8,0.0,11,2,1
2017-01-04 12:00:00,352.1601024,12.84,90.9,1.635,2.013,1028,405.6,0.0,12,2,1
2017-01-04 13:00:00,352.8139349,13.81,85.3,1.069,1.509,1027,341.6,0.0,13,2,1
2017-01-04 14:00:00,352.6331526,14.22,82.9,1.95,2.516,1027,115.7,0.0,14,2,1
2017-01-04 15:00:00,352.9412652,14.14,84.2,2.013,2.516,1027,142.1,0.0,15,2,1
2017-01-04 16:00:00,351.7177871,13.9,85.8,1.803,2.264,1027,64.01,0.0,16,2,1
2017-01-04 17:00:00,314.3326947,13.77,86.6,1.992,2.264,1027,14.7,0.0,17,2,1
2017-01-04 18:00:00,254.9013249,13.58,87.0,2.013,2.264,1027,0.664,0.0,18,2,1
2017-01-04 19:00:00,182.3327898,13.55,87.7,1.656,2.013,1028,0.665,0.0,19,2,1
2017-01-04 20:00:00,153.3123627,13.24,88.6,1.95,2.767,1028,0.5539999999999999,0.0,20,2,1
2017-01-04 21:00:00,129.53920390000002,12.97,89.9,1.908,2.264,1028,0.748,0.0,21,2,1
2017-01-04 22:00:00,126.56250020000002,12.7,90.1,1.5719999999999998,2.013,1028,0.6920000000000001,0.0,22,2,1
2017-01-04 23:00:00,126.9853437,12.23,90.9,0.0,0.0,1028,1.717,0.0,23,2,1
2017-01-05 00:00:00,125.26457109999998,11.87,91.4,1.342,1.509,1028,1.108,0.0,0,3,1
2017-01-05 01:00:00,116.5305143,11.81,91.8,0.0,0.0,1027,0.665,0.0,1,3,1
2017-01-05 02:00:00,115.8885176,11.49,92.0,1.132,1.509,1027,1.689,0.0,2,3,1
2017-01-05 03:00:00,114.5449634,11.17,92.3,1.656,2.013,1027,1.689,0.0,3,3,1
2017-01-05 04:00:00,108.230755,10.62,93.2,2.5580000000000003,3.019,1027,1.412,0.0,4,3,1
2017-01-05 05:00:00,100.0873428,10.71,93.6,1.53,2.013,1027,1.052,0.0,5,3,1
2017-01-05 06:00:00,120.08621770000002,10.06,94.8,1.992,2.516,1026,1.966,0.1,6,3,1
2017-01-05 07:00:00,195.7769223,9.55,95.2,2.369,3.019,1026,0.305,0.1,7,3,1
2017-01-05 08:00:00,323.0598791000001,9.11,95.5,1.929,3.019,1027,0.748,0.1,8,3,1
2017-01-05 09:00:00,351.8701253,8.67,95.8,2.642,3.019,1027,35.21,0.1,9,3,1
2017-01-05 10:00:00,379.2703841,9.11,95.6,1.405,2.767,1027,92.2,0.1,10,3,1
2017-01-05 11:00:00,368.4184827,9.24,95.5,1.3630000000000002,1.509,1028,181.0,0.1,11,3,1
2017-01-05 12:00:00,370.947335,9.74,95.2,2.369,2.767,1027,181.9,0.1,12,3,1
2017-01-05 13:00:00,366.3978062,9.86,95.2,1.3630000000000002,2.013,1027,321.2,0.1,13,3,1
2017-01-05 14:00:00,364.1465225,11.03,94.9,1.237,1.761,1026,362.2,0.1,14,3,1
2017-01-05 15:00:00,369.18322810000006,9.99,95.2,3.187,4.025,1026,179.2,0.1,15,3,1
2017-01-05 16:00:00,373.58690930000006,9.97,94.8,1.908,2.767,1026,94.1,0.1,16,3,1
2017-01-05 17:00:00,334.7005793,9.88,94.9,2.9560000000000004,3.522,1026,22.35,0.1,17,3,1
2017-01-05 18:00:00,269.3213382,10.02,95.0,1.971,2.767,1026,0.831,0.1,18,3,1
2017-01-05 19:00:00,183.6358732,9.98,95.1,1.74,2.516,1026,1.1909999999999998,0.1,19,3,1
2017-01-05 20:00:00,150.459744,9.68,95.4,1.5719999999999998,1.761,1026,1.025,0.1,20,3,1
2017-01-05 21:00:00,131.54079040000002,9.88,95.4,1.426,2.013,1026,0.942,0.1,21,3,1
2017-01-05 22:00:00,127.777006,9.38,95.7,2.704,3.2710000000000004,1026,0.222,0.1,22,3,1
2017-01-05 23:00:00,125.16644850000002,9.12,95.8,2.809,3.774,1026,1.163,0.1,23,3,1
2017-01-06 00:00:00,121.5030775,9.3,95.8,2.264,2.767,1026,0.8029999999999999,0.2,0,4,1
2017-01-06 01:00:00,113.1790739,9.45,95.7,2.0340000000000003,2.264,1026,0.0,0.0,1,4,1
2017-01-06 02:00:00,111.4048493,9.14,96.0,2.18,2.516,1026,1.413,0.0,2,4,1
2017-01-06 03:00:00,110.3318004,8.83,96.2,2.411,3.2710000000000004,1026,0.499,0.0,3,4,1
2017-01-06 04:00:00,109.3484745,8.2,96.6,3.312,4.277,1026,0.305,0.0,4,4,1
2017-01-06 05:00:00,115.0976189,8.35,96.6,1.5930000000000002,2.516,1026,1.939,0.0,5,4,1
2017-01-06 06:00:00,115.8717184,8.28,96.6,4.256,6.0379999999999985,1026,0.111,0.0,6,4,1
2017-01-06 07:00:00,191.6840263,8.05,96.7,4.5280000000000005,6.289,1027,1.025,0.0,7,4,1
2017-01-06 08:00:00,314.9857636000001,7.8,96.9,5.074,6.0379999999999985,1027,3.435,0.0,8,4,1
2017-01-06 09:00:00,352.50658589999995,7.08,97.3,6.499,7.3,1027,34.13,0.0,9,4,1
2017-01-06 10:00:00,379.0729935,7.11,97.4,4.1930000000000005,5.535,1028,85.0,0.1,10,4,1
2017-01-06 11:00:00,372.17864,7.47,97.1,3.585,4.277,1028,178.6,0.1,11,4,1
2017-01-06 12:00:00,376.2327833,7.66,97.1,1.3,2.013,1028,260.9,0.1,12,4,1
2017-01-06 13:00:00,360.1339954,8.11,97.0,2.013,3.774,1027,282.4,0.1,13,4,1
2017-01-06 14:00:00,352.5249123000001,9.65,86.5,0.8390000000000001,1.509,1026,422.6,0.1,14,4,1
2017-01-06 15:00:00,352.7761367,12.02,72.9,3.2710000000000004,3.774,1026,324.7,0.1,15,4,1
2017-01-06 16:00:00,354.2097957,12.93,69.92,1.111,1.761,1026,192.1,0.1,16,4,1
2017-01-06 17:00:00,315.3576368,12.45,73.0,2.138,2.767,1026,48.11,0.1,17,4,1
2017-01-06 18:00:00,255.30966,12.27,72.2,3.795,4.277,1026,1.163,0.1,18,4,1
2017-01-06 19:00:00,176.1726377,12.53,69.42,3.1660000000000004,3.522,1027,0.665,0.1,19,4,1
2017-01-06 20:00:00,138.4536612,12.75,66.19,4.5280000000000005,5.032,1027,0.609,0.1,20,4,1
2017-01-06 21:00:00,116.5967566,11.72,68.25,4.759,5.283,1027,0.8029999999999999,0.1,21,4,1
2017-01-06 22:00:00,109.4320887,10.74,67.25,4.172,5.032,1028,0.526,0.1,22,4,1
2017-01-06 23:00:00,108.7887557,9.91,73.2,4.612,5.032,1028,0.471,0.1,23,4,1
2017-01-07 00:00:00,105.0482611,9.55,70.5,3.606,4.277,1029,1.607,0.1,0,5,1
2017-01-07 01:00:00,106.5620981,9.35,72.0,3.333,3.774,1028,0.637,0.0,1,5,1
2017-01-07 02:00:00,105.9052112,9.09,74.6,4.235,5.283,1028,0.249,0.0,2,5,1
2017-01-07 03:00:00,103.48689,8.59,77.7,3.04,4.277,1028,1.357,0.0,3,5,1
2017-01-07 04:00:00,101.6548227,8.05,80.4,3.25,3.774,1028,0.942,0.0,4,5,1
2017-01-07 05:00:00,98.0057692,7.53,79.7,4.34,6.0379999999999985,1029,1.025,0.0,5,5,1
2017-01-07 06:00:00,95.0731634,7.33,78.9,4.612,5.535,1029,0.7759999999999999,0.0,6,5,1
2017-01-07 07:00:00,103.5615319,7.28,78.1,3.795,5.283,1029,1.025,0.0,7,5,1
2017-01-07 08:00:00,113.1876644,7.01,78.6,5.43,6.0379999999999985,1030,6.704,0.0,8,5,1
2017-01-07 09:00:00,110.2615492,7.75,74.4,2.306,3.774,1030,120.2,0.0,9,5,1
2017-01-07 10:00:00,119.1935693,8.39,70.3,2.5580000000000003,4.025,1031,261.3,0.0,10,5,1
2017-01-07 11:00:00,120.19064,9.55,63.38,3.5010000000000003,4.78,1031,377.9,0.0,11,5,1
2017-01-07 12:00:00,124.8833438,10.41,60.78,3.564,4.5280000000000005,1030,447.5,0.0,12,5,1
2017-01-07 13:00:00,123.2626028,11.19,61.15,2.767,3.2710000000000004,1029,464.1,0.0,13,5,1
2017-01-07 14:00:00,122.7813439,11.89,59.62,3.459,4.5280000000000005,1028,424.7,0.0,14,5,1
2017-01-07 15:00:00,121.204319,13.41,57.14,0.6920000000000001,1.258,1028,330.9,0.0,15,5,1
2017-01-07 16:00:00,123.1375633,14.1,55.74,0.6920000000000001,1.006,1029,200.6,0.0,16,5,1
2017-01-07 17:00:00,126.287986,12.42,61.76,1.4680000000000002,1.761,1029,24.31,0.0,17,5,1
2017-01-07 18:00:00,123.082775,12.1,65.74,2.935,3.522,1029,0.914,0.0,18,5,1
2017-01-07 19:00:00,122.0828408,11.95,67.83,3.585,4.277,1029,1.551,0.0,19,5,1
2017-01-07 20:00:00,117.3111044,12.08,65.11,2.809,3.019,1029,0.277,0.0,20,5,1
2017-01-07 21:00:00,112.4574719,11.37,70.3,0.5870000000000001,1.509,1030,0.5539999999999999,0.0,21,5,1
2017-01-07 22:00:00,111.9729677,11.58,64.23,2.977,3.019,1029,1.4680000000000002,0.0,22,5,1
2017-01-07 23:00:00,111.5852498,10.79,64.62,3.585,3.774,1030,0.138,0.0,23,5,1
2017-01-08 00:00:00,109.2492065,9.98,67.26,3.459,3.774,1030,0.5820000000000001,0.0,0,6,1
2017-01-08 01:00:00,107.68439920000002,9.58,67.93,4.864,5.283,1029,0.416,0.0,1,6,1
2017-01-08 02:00:00,106.2245869,9.11,66.36,4.298,5.032,1029,0.388,0.0,2,6,1
2017-01-08 03:00:00,106.6155501,7.92,74.6,2.6210000000000004,3.522,1029,0.443,0.0,3,6,1
2017-01-08 04:00:00,105.6805219,7.23,79.8,2.767,3.774,1029,0.637,0.0,4,6,1
2017-01-08 05:00:00,100.8413978,6.825,77.9,3.459,4.025,1029,0.0,0.0,5,6,1
2017-01-08 06:00:00,97.3162384,6.646,78.3,3.795,4.277,1029,0.526,0.0,6,6,1
2017-01-08 07:00:00,97.1768814,6.371,80.4,4.487,5.032,1029,0.526,0.0,7,6,1
2017-01-08 08:00:00,96.0561075,6.181,81.7,3.962,4.277,1030,9.34,0.0,8,6,1
2017-01-08 09:00:00,99.2204659,6.879,75.3,2.055,2.264,1031,76.9,0.0,9,6,1
2017-01-08 10:00:00,98.9869952,7.67,72.5,3.354,4.025,1031,301.8,0.0,10,6,1
2017-01-08 11:00:00,102.4361764,8.49,70.4,3.438,4.277,1031,408.4,0.0,11,6,1
2017-01-08 12:00:00,106.6191772,9.58,65.88,1.6769999999999998,2.767,1031,398.5,0.0,12,6,1
2017-01-08 13:00:00,105.9105564,10.86,59.99,3.899,4.5280000000000005,1029,473.3,0.0,13,6,1
2017-01-08 14:00:00,108.6003374,12.45,54.69,1.4680000000000002,2.013,1029,423.8,0.0,14,6,1
2017-01-08 15:00:00,114.6522492,12.36,54.57,3.732,4.277,1028,328.1,0.0,15,6,1
2017-01-08 16:00:00,122.284813,13.08,53.26,2.306,3.019,1029,179.9,0.0,16,6,1
2017-01-08 17:00:00,129.1845117,12.1,53.96,1.614,2.013,1029,42.87,0.0,17,6,1
2017-01-08 18:00:00,128.7446781,11.53,54.75,2.809,3.2710000000000004,1029,0.277,0.0,18,6,1
2017-01-08 19:00:00,128.5894764,11.38,56.81,1.887,2.516,1029,0.222,0.0,19,6,1
2017-01-08 20:00:00,124.2884994,10.41,61.53,3.816,5.283,1029,0.305,0.0,20,6,1
2017-01-08 21:00:00,122.7288464,10.13,60.67,3.019,3.522,1029,0.138,0.0,21,6,1
2017-01-08 22:00:00,119.11415490000002,9.93,52.1,2.7460000000000004,3.2710000000000004,1029,0.305,0.0,22,6,1
2017-01-08 23:00:00,115.851483,9.71,45.52,3.019,3.774,1029,0.194,0.0,23,6,1
2017-01-09 00:00:00,112.1860121,9.08,48.51,2.5580000000000003,3.019,1029,0.222,0.0,0,0,1
2017-01-09 01:00:00,109.7373378,9.0,50.61,2.013,2.264,1028,0.194,0.0,1,0,1
2017-01-09 02:00:00,102.2265682,8.79,53.85,1.3630000000000002,1.761,1028,0.166,0.0,2,0,1
2017-01-09 03:00:00,92.9232476,9.6,46.13,2.7460000000000004,3.019,1028,0.249,0.0,3,0,1
2017-01-09 04:00:00,91.2878073,8.06,60.94,0.273,1.006,1028,0.388,0.0,4,0,1
2017-01-09 05:00:00,95.199921,7.59,55.79,1.929,2.013,1028,0.443,0.0,5,0,1
2017-01-09 06:00:00,109.0493342,8.21,54.66,3.145,3.522,1028,0.028,0.0,6,0,1
2017-01-09 07:00:00,186.3166819,6.926,62.75,1.719,2.013,1028,0.305,0.0,7,0,1
2017-01-09 08:00:00,306.9183296,5.769,82.1,0.084,1.006,1029,7.12,0.0,8,0,1
2017-01-09 09:00:00,349.8393311000001,7.64,66.3,0.042,0.503,1029,125.0,0.0,9,0,1
2017-01-09 10:00:00,386.7053664,7.38,72.2,0.8390000000000001,1.509,1030,266.7,0.0,10,0,1
2017-01-09 11:00:00,397.8640441,8.45,62.71,1.53,2.013,1030,384.8,0.0,11,0,1
2017-01-09 12:00:00,398.9798546,10.77,52.27,1.74,2.013,1029,457.2,0.0,12,0,1
2017-01-09 13:00:00,375.1780608,13.37,40.24,1.09,2.264,1028,476.0,0.0,13,0,1
2017-01-09 14:00:00,379.2079598,14.21,37.69,1.824,2.264,1027,437.7,0.0,14,0,1
2017-01-09 15:00:00,361.7866167,16.51,34.59,0.0,0.0,1027,340.3,0.0,15,0,1
2017-01-09 16:00:00,363.895489,16.95,35.05,0.6920000000000001,0.755,1027,203.0,0.0,16,0,1
2017-01-09 17:00:00,343.3922563,15.58,43.11,3.606,4.78,1027,60.08,0.0,17,0,1
2017-01-09 18:00:00,279.3758503,14.11,43.28,3.354,4.277,1027,0.083,0.0,18,0,1
2017-01-09 19:00:00,195.1374073,13.27,43.73,7.4,9.31,1027,0.138,0.0,19,0,1
2017-01-09 20:00:00,150.5935649,13.59,35.47,6.185,7.3,1028,0.194,0.0,20,0,1
2017-01-09 21:00:00,130.3291481,12.06,49.46,6.52,7.55,1027,0.166,0.0,21,0,1
2017-01-09 22:00:00,123.0550945,11.35,52.82,1.509,2.013,1028,0.138,0.0,22,0,1
2017-01-09 23:00:00,122.0456153,11.66,56.84,5.891,7.04,1027,0.138,0.0,23,0,1
2017-01-10 00:00:00,120.5527773,12.1,46.32,7.51,9.06,1027,0.138,0.0,0,1,1
2017-01-10 01:00:00,108.7608843,11.87,58.15,7.44,8.55,1027,0.055,0.0,1,1,1
2017-01-10 02:00:00,107.8741538,11.6,72.0,6.436,7.55,1027,0.36,0.0,2,1,1
2017-01-10 03:00:00,102.8237034,11.39,74.0,5.535,7.04,1027,0.166,0.0,3,1,1
2017-01-10 04:00:00,100.3441033,11.33,76.0,4.78,5.535,1027,0.36,0.0,4,1,1
2017-01-10 05:00:00,101.5366556,11.39,74.1,3.124,4.277,1026,0.609,0.0,5,1,1
2017-01-10 06:00:00,125.6125818,10.97,75.6,3.04,4.277,1026,0.332,0.0,6,1,1
2017-01-10 07:00:00,196.9847466,11.64,72.3,2.327,3.019,1026,0.498,0.0,7,1,1
2017-01-10 08:00:00,304.1332895,12.13,70.3,11.91,15.6,1026,4.348,0.0,8,1,1
2017-01-10 09:00:00,333.4494207,12.09,71.2,7.65,9.31,1027,98.3,0.0,9,1,1
2017-01-10 10:00:00,369.1895278,12.39,70.1,5.996,8.3,1027,99.5,0.0,10,1,1
2017-01-10 11:00:00,367.1360165,13.23,66.09,3.837,5.032,1027,284.9,0.0,11,1,1
2017-01-10 12:00:00,370.2873937,14.0,64.89,8.07,9.56,1026,507.6,0.0,12,1,1
2017-01-10 13:00:00,354.6984997,14.19,63.77,9.64,10.82,1025,311.0,0.0,13,1,1
2017-01-10 14:00:00,369.7173663,14.5,61.02,8.09,9.81,1024,250.8,0.0,14,1,1
2017-01-10 15:00:00,369.5896542,14.08,59.6,11.11,13.08,1023,221.8,0.0,15,1,1
2017-01-10 16:00:00,368.7109415,13.49,66.42,9.54,11.57,1024,31.54,0.0,16,1,1
2017-01-10 17:00:00,344.9977253,13.03,67.75,5.807,7.3,1024,18.8,0.0,17,1,1
2017-01-10 18:00:00,285.4115356000001,12.8,68.98,6.562,8.55,1024,0.5820000000000001,0.0,18,1,1
2017-01-10 19:00:00,200.6002017,12.52,68.97,9.85,13.84,1024,0.305,0.0,19,1,1
2017-01-10 20:00:00,153.0332669,12.53,69.54,11.66,16.35,1024,0.36,0.0,20,1,1
2017-01-10 21:00:00,126.9101291,12.48,67.72,6.625,8.05,1024,0.249,0.0,21,1,1
2017-01-10 22:00:00,131.2277144,12.4,68.9,8.01,10.31,1024,0.332,0.0,22,1,1
2017-01-10 23:00:00,126.652605,12.4,68.59,8.68,11.32,1024,0.36,0.0,23,1,1
2017-01-11 00:00:00,121.9045402,12.44,68.9,7.82,9.81,1024,0.5539999999999999,0.0,0,2,1
2017-01-11 01:00:00,111.588686,12.22,71.1,7.42,10.82,1024,0.194,0.0,1,2,1
2017-01-11 02:00:00,110.4415679,12.32,70.8,10.31,12.83,1023,0.499,0.0,2,2,1
2017-01-11 03:00:00,108.27771640000002,12.3,69.29,6.164,11.32,1023,0.0,0.0,3,2,1
2017-01-11 04:00:00,102.261312,12.23,68.9,3.48,4.277,1024,0.388,0.0,4,2,1
2017-01-11 05:00:00,106.0913387,12.21,67.88,5.7860000000000005,7.8,1023,0.6920000000000001,0.0,5,2,1
2017-01-11 06:00:00,124.9927295,12.03,69.44,7.0,8.55,1024,0.332,0.0,6,2,1
2017-01-11 07:00:00,190.6714927,11.7,71.8,7.27,8.55,1024,0.332,0.0,7,2,1
2017-01-11 08:00:00,310.1076958999999,12.18,70.8,9.94,13.33,1024,4.348,0.0,8,2,1
2017-01-11 09:00:00,335.3887738,12.25,70.8,7.04,8.55,1026,111.6,0.0,9,2,1
2017-01-11 10:00:00,369.1931549,13.27,63.87,6.877000000000002,8.05,1026,252.4,0.0,10,2,1
2017-01-11 11:00:00,376.1827675,13.47,65.7,2.642,3.2710000000000004,1026,332.6,0.0,11,2,1
2017-01-11 12:00:00,371.2896187,15.29,58.77,1.258,1.761,1026,458.5,0.0,12,2,1
2017-01-11 13:00:00,348.90735730000006,17.05,53.5,1.111,1.761,1025,472.9,0.0,13,2,1
2017-01-11 14:00:00,357.065087,18.23,49.85,0.0,0.0,1025,430.2,0.0,14,2,1
2017-01-11 15:00:00,365.014163,18.06,50.94,0.063,0.755,1025,314.9,0.0,15,2,1
2017-01-11 16:00:00,372.7270957,18.92,47.85,0.314,0.755,1025,212.3,0.0,16,2,1
2017-01-11 17:00:00,334.9069422,16.13,54.46,1.321,1.761,1026,39.23,0.0,17,2,1
