Date,Power_kW,temp_C,HR,Hour,Weekday,Month,Cluster
2017-10-24,297.2498173,19.89,43.15,13,1,10,1
2017-10-24,294.4317515,23.44,36.98,14,1,10,1
2017-10-24,297.7213403,24.61,32.82,15,1,10,1
2017-10-24,296.4531916,26.03,30.04,16,1,10,2
2017-10-24,280.2767074,24.27,34.99,17,1,10,2
2017-10-24,244.2790762,23.84,35.5,18,1,10,0
2017-10-24,190.2480765,23.03,36.89,19,1,10,0
2017-10-24,152.6969011,20.92,43.67,20,1,10,0
2017-10-24,122.8806119,20.64,44.2,21,1,10,0
2017-10-24,110.8472304,20.53,48.35,22,1,10,0
2017-10-24,109.7571914,19.49,49.96,23,1,10,0
2017-10-25,100.0272093,18.91,52.29,0,2,10,0
2017-10-25,94.940297,18.36,53.47,1,2,10,0
2017-10-25,93.9002738,18.96,50.99,2,2,10,0
2017-10-25,93.7935607,17.88,55.15,3,2,10,0
2017-10-25,98.3499619,16.16,72.8,4,2,10,0
2017-10-25,101.9518631,15.47,79.6,5,2,10,0
2017-10-25,105.8721855,15.05,80.3,6,2,10,0
2017-10-25,155.0938415,15.09,75.8,7,2,10,0
2017-10-25,217.2567994,14.94,69.9,8,2,10,0
2017-10-25,253.5787697,15.48,69.51,9,2,10,0
2017-10-25,284.3352414,17.49,63.31,10,2,10,2
2017-10-25,316.8623106,19.35,53.28,11,2,10,2
2017-10-25,309.21256580000005,19.77,50.33,12,2,10,1
2017-10-25,310.74339289999995,20.42,49.08,13,2,10,1
2017-10-25,315.4601501,20.71,56.24,14,2,10,2
2017-10-25,323.9702812,21.36,53.42,15,2,10,2
2017-10-25,324.9908326000001,20.41,60.47,16,2,10,2
2017-10-25,291.2578481,19.63,67.83,17,2,10,2
2017-10-25,258.3974675,19.29,70.2,18,2,10,0
2017-10-25,190.8501751,18.22,74.3,19,2,10,0
2017-10-25,143.55240930000005,17.82,77.8,20,2,10,0
2017-10-25,119.329681,17.66,79.2,21,2,10,0
2017-10-25,108.4451357,17.48,80.4,22,2,10,0
2017-10-25,107.80123,17.24,81.0,23,2,10,0
2017-10-26,102.9021633,17.12,80.0,0,3,10,0
2017-10-26,102.2888016,17.0,83.1,1,3,10,0
2017-10-26,100.3324584,16.35,84.7,2,3,10,0
2017-10-26,99.4316013,16.19,86.2,3,3,10,0
2017-10-26,100.1234229,15.59,87.4,4,3,10,0
2017-10-26,103.1358249,15.33,88.5,5,3,10,0
2017-10-26,108.0123654,15.05,89.8,6,3,10,0
2017-10-26,170.2654281,15.1,90.2,7,3,10,0
2017-10-26,217.2132742,14.78,90.5,8,3,10,0
2017-10-26,260.0678425,14.35,90.9,9,3,10,0
2017-10-26,307.17547189999993,14.21,91.7,10,3,10,2
2017-10-26,314.5384849,15.24,92.0,11,3,10,2
2017-10-26,322.2409181000001,17.49,70.7,12,3,10,2
2017-10-26,306.3063042,20.65,53.78,13,3,10,1
2017-10-26,334.640064,22.29,44.51,14,3,10,1
2017-10-26,352.7423474,23.47,41.28,15,3,10,2
2017-10-26,320.5751247,25.21,37.25,16,3,10,2
2017-10-26,303.9358989,25.89,33.5,17,3,10,2
2017-10-26,194.2575492,25.83,28.52,19,3,10,0
2017-10-26,150.4509626,25.26,28.45,20,3,10,0
2017-10-26,136.34860690000002,25.01,29.58,21,3,10,0
2017-10-26,118.8291412,24.56,30.15,22,3,10,0
2017-10-26,112.8896695,23.57,31.12,23,3,10,0
2017-10-27,111.87159979999998,23.05,30.92,0,4,10,0
2017-10-27,106.9769238,22.64,30.0,1,4,10,0
2017-10-27,100.5708925,21.84,31.14,2,4,10,0
2017-10-27,98.7752871,20.61,35.8,3,4,10,0
2017-10-27,96.0179275,20.27,35.38,4,4,10,0
2017-10-27,98.5933594,19.39,39.03,5,4,10,0
2017-10-27,110.9155726,19.28,39.66,6,4,10,0
2017-10-27,172.9786898,19.25,38.98,7,4,10,0
2017-10-27,215.0858846,19.77,35.02,8,4,10,0
2017-10-27,257.9475162,20.43,32.38,9,4,10,0
2017-10-27,307.53092769999995,20.7,33.11,10,4,10,2
2017-10-27,328.1927983,21.42,30.57,11,4,10,2
2017-10-27,315.689421,23.41,28.59,12,4,10,1
2017-10-27,316.6175768,23.83,29.49,13,4,10,1
2017-10-27,317.4235566,25.76,26.49,14,4,10,1
2017-10-27,323.550683,27.1,24.81,15,4,10,1
2017-10-27,314.0461538,28.68,19.87,16,4,10,2
2017-10-27,271.5321511,28.65,17.93,17,4,10,0
2017-10-27,230.1988649,28.68,17.21,18,4,10,0
2017-10-27,187.5638316,27.88,18.24,19,4,10,0
2017-10-27,148.7903235,27.38,18.58,20,4,10,0
2017-10-27,113.5471291,27.29,18.0,21,4,10,0
2017-10-27,108.0400459,26.72,18.71,22,4,10,0
2017-10-27,105.5411649,25.81,20.0,23,4,10,0
2017-10-28,102.759561,23.5,26.88,0,5,10,0
2017-10-28,99.519988,23.49,25.54,1,5,10,0
2017-10-28,98.4635474,23.87,23.41,2,5,10,0
2017-10-28,96.2027187,23.93,22.27,3,5,10,0
2017-10-28,92.7575464,23.7,22.17,4,5,10,0
2017-10-28,94.4086405,22.84,24.8,5,5,10,0
2017-10-28,90.7223615,22.15,25.68,6,5,10,0
2017-10-28,101.1300386,21.81,25.66,7,5,10,0
2017-10-28,105.9508363,20.2,29.24,8,5,10,0
2017-10-28,108.6121732,20.33,29.27,9,5,10,0
2017-10-28,114.9124459,20.98,28.56,10,5,10,2
2017-10-28,116.4163561,21.45,28.23,11,5,10,2
2017-10-28,118.9429176,22.16,27.93,12,5,10,1
2017-10-28,115.9232614,23.68,26.36,13,5,10,1
2017-10-28,119.3023823,25.25,24.78,14,5,10,1
2017-10-28,122.7112836,26.52,20.81,15,5,10,1
2017-10-28,113.9056393,28.61,18.75,16,5,10,2
2017-10-30,298.6638136,20.0,31.47,13,0,10,1
2017-10-30,320.5579437,21.87,26.86,14,0,10,2
2017-10-30,331.7801911,22.68,24.69,15,0,10,2
2017-10-30,337.482565,23.35,22.68,16,0,10,2
2017-10-30,300.9884029,23.56,22.83,17,0,10,0
2017-10-30,256.764318,22.58,24.43,18,0,10,0
2017-10-30,204.8857158,21.44,26.94,19,0,10,0
2017-10-30,152.5642256,20.81,26.9,20,0,10,0
2017-10-30,123.14959,20.35,27.42,21,0,10,0
2017-10-30,112.8509168,19.72,28.52,22,0,10,0
2017-10-30,105.70133,19.04,29.91,23,0,10,0
2017-10-31,95.4095292,18.24,33.31,0,1,10,0
2017-10-31,86.7102162,17.66,35.16,1,1,10,0
2017-10-31,86.366978,17.52,35.87,2,1,10,0
2017-10-31,83.8354531,17.08,37.35,3,1,10,0
2017-10-31,87.2498905,16.56,41.85,4,1,10,0
2017-10-31,94.4389936,16.22,44.83,5,1,10,0
2017-10-31,101.4438782,15.68,49.78,6,1,10,0
2017-10-31,175.41858269999997,15.16,51.24,7,1,10,0
2017-10-31,214.96867200000003,14.73,54.87,8,1,10,0
2017-10-31,255.2607896,14.99,54.72,9,1,10,2
2017-10-31,308.6431111,15.91,49.9,10,1,10,2
2017-10-31,310.9510921,16.28,50.7,11,1,10,2
2017-10-31,321.025076,18.7,42.23,12,1,10,1
2017-10-31,313.3379148,20.25,41.94,13,1,10,1
2017-10-31,305.7442946000001,21.14,42.36,14,1,10,2
2017-10-31,309.16694069999994,20.94,54.7,15,1,10,2
2017-10-31,314.0999876,20.25,52.95,16,1,10,2
2017-10-31,296.8006296000001,20.36,54.43,17,1,10,0
2017-10-31,243.5752279,18.88,62.13,18,1,10,0
2017-10-31,189.0085628,18.5,64.61,19,1,10,0
2017-10-31,148.4845017,18.29,65.98,20,1,10,0
2017-10-31,119.2185772,18.11,66.47,21,1,10,0
2017-10-31,109.1703648,17.61,70.1,22,1,10,0
2017-10-31,103.3692956,17.38,71.8,23,1,10,0
2017-11-01,93.380644,16.65,79.5,0,2,11,0
2017-11-01,88.3958632,16.39,78.2,1,2,11,0
2017-11-01,88.2232896,16.13,84.4,2,2,11,0
2017-11-01,87.4285729,15.46,87.6,3,2,11,0
2017-11-01,84.4343064,15.17,86.9,4,2,11,0
2017-11-01,79.7288123,14.52,88.9,5,2,11,0
2017-11-01,77.28204699999998,14.18,90.6,6,2,11,0
2017-11-01,114.9057644,13.78,91.1,7,2,11,0
2017-11-01,134.7765454,14.02,90.9,8,2,11,0
2017-11-01,139.02827019999998,14.55,89.1,9,2,11,0
2017-11-01,142.073507,15.4,81.3,10,2,11,2
2017-11-01,149.4328929,17.04,71.5,11,2,11,2
2017-11-01,142.32912209999995,17.85,68.14,12,2,11,2
2017-11-01,154.6629802,19.37,61.66,13,2,11,2
2017-11-01,148.3090646,20.21,49.3,14,2,11,2
2017-11-01,160.424724,18.94,63.83,15,2,11,2
2017-11-01,166.4111571,18.23,68.43,16,2,11,0
2017-11-01,164.9918156,17.7,74.8,17,2,11,0
2017-11-01,158.6854341,17.54,74.3,18,2,11,0
2017-11-01,132.6327384,17.52,70.3,19,2,11,0
2017-11-01,116.7214143,17.27,69.03,20,2,11,0
2017-11-01,110.5156371,16.91,72.0,21,2,11,0
2017-11-01,110.6177686,16.52,76.5,22,2,11,0
2017-11-01,106.87288329999998,16.39,79.2,23,2,11,0
2017-11-02,103.4015577,16.45,79.9,0,3,11,0
2017-11-02,97.446814,16.47,80.1,1,3,11,0
2017-11-02,96.6121992,16.4,82.3,2,3,11,0
2017-11-02,94.9099439,16.25,82.8,3,3,11,0
2017-11-02,91.620546,16.29,80.7,4,3,11,0
2017-11-02,88.9492823,16.33,80.8,5,3,11,0
2017-11-02,104.7590476,16.21,82.7,6,3,11,0
2017-11-02,152.3765709,16.1,83.2,7,3,11,0
2017-11-02,220.2535476,15.87,84.9,8,3,11,0
2017-11-02,262.71600730000006,15.66,83.3,9,3,11,0
2017-11-02,292.0733729,16.35,78.4,10,3,11,2
2017-11-02,323.85535939999994,16.43,78.1,11,3,11,2
2017-11-02,323.15552,17.21,74.4,12,3,11,0
2017-11-02,330.3364144,15.39,78.1,13,3,11,2
2017-11-02,330.8165279,16.25,77.8,14,3,11,2
2017-11-02,339.5320674,17.39,72.9,15,3,11,2
2017-11-02,330.7544854,17.91,69.64,16,3,11,2
2017-11-02,295.73292589999994,17.49,73.0,17,3,11,0
2017-11-02,248.9696801,16.88,75.6,18,3,11,0
2017-11-02,199.4738917,16.71,77.0,19,3,11,0
2017-11-02,149.18300480000005,16.57,78.5,20,3,11,0
2017-11-02,114.7927516,16.39,80.7,21,3,11,0
2017-11-02,111.6711548,16.55,76.8,22,3,11,0
2017-11-02,111.80554840000002,15.73,78.0,23,3,11,0
2017-11-03,103.2996171,15.59,69.71,0,4,11,0
2017-11-03,92.8673139,15.38,73.1,1,4,11,0
2017-11-03,93.2901574,15.4,78.7,2,4,11,0
2017-11-03,87.68037,15.46,72.3,3,4,11,0
2017-11-03,85.8402849,15.01,81.5,4,4,11,0
2017-11-03,85.19866999999998,15.54,80.2,5,4,11,0
2017-11-03,98.9684779,15.38,78.2,6,4,11,0
2017-11-03,155.493777,15.47,80.8,7,4,11,0
2017-11-03,212.0543926,15.47,79.9,8,4,11,0
2017-11-03,264.0307356,16.95,73.1,9,4,11,2
2017-11-03,284.97552,18.12,66.43,10,4,11,2
2017-11-03,336.2942125,17.04,67.52,11,4,11,0
2017-11-03,331.0744338,18.22,66.5,12,4,11,1
2017-11-03,323.17212830000005,18.36,63.12,13,4,11,2
2017-11-03,304.2892548,18.41,64.47,14,4,11,2
2017-11-03,318.20204680000006,17.08,69.7,15,4,11,0
2017-11-03,304.0620838,15.34,74.3,16,4,11,0
2017-11-03,285.6010993000001,14.96,79.0,17,4,11,0
2017-11-03,247.3558115,15.94,78.3,18,4,11,0
2017-11-03,184.82498930000003,16.06,77.6,19,4,11,0
2017-11-03,145.4795448,16.09,79.7,20,4,11,0
2017-11-03,116.9083054,16.0,80.1,21,4,11,0
2017-11-03,100.9862909,15.99,79.9,22,4,11,0
2017-11-03,99.7288326,15.77,79.7,23,4,11,0
2017-11-04,96.2849966,15.46,80.4,0,5,11,0
2017-11-04,94.8540102,15.06,79.6,1,5,11,0
2017-11-04,93.6629851,14.61,78.1,2,5,11,0
2017-11-04,94.0342856,14.85,80.8,3,5,11,0
2017-11-04,92.1163133,14.89,78.6,4,5,11,0
2017-11-04,90.1191175,14.81,78.7,5,5,11,0
2017-11-04,90.0944914,15.08,78.2,6,5,11,0
2017-11-04,96.5335484,15.11,75.9,7,5,11,0
2017-11-04,100.5552387,15.27,76.2,8,5,11,0
2017-11-04,107.0506112,15.34,75.4,9,5,11,2
2017-11-04,117.43805290000002,16.22,71.5,10,5,11,0
2017-11-04,114.4124788,15.32,78.3,11,5,11,0
2017-11-04,116.9831382,17.36,63.23,12,5,11,2
2017-11-04,131.6912196,17.87,60.84,13,5,11,1
2017-11-04,115.1963142,17.04,64.71,14,5,11,0
2017-11-04,123.4256314,17.05,63.41,15,5,11,2
2017-11-04,119.9493424,17.0,62.86,16,5,11,2
2017-11-04,122.0452335,16.5,63.83,17,5,11,0
2017-11-04,119.1792518,15.77,68.21,18,5,11,0
2017-11-04,108.6196183,15.48,70.2,19,5,11,0
2017-11-04,108.2065107,15.21,71.7,20,5,11,0
2017-11-04,100.1719115,15.15,71.4,21,5,11,0
2017-11-04,96.144876,14.86,72.7,22,5,11,0
2017-11-04,93.3709081,14.68,72.4,23,5,11,0
2017-11-05,94.0022144,14.27,71.6,0,6,11,0
2017-11-05,92.2585338,14.04,70.5,1,6,11,0
2017-11-05,92.1394122,13.74,68.89,2,6,11,0
2017-11-05,90.7716137,13.43,66.77,3,6,11,0
2017-11-05,89.5294274,13.43,68.12,4,6,11,0
2017-11-05,88.21221740000001,13.19,66.01,5,6,11,0
2017-11-05,86.7524051,13.08,66.01,6,6,11,0
2017-11-05,84.6561322,13.04,66.55,7,6,11,0
2017-11-05,85.2112694,13.04,63.99,8,6,11,0
2017-11-05,87.60439179999999,13.45,62.86,9,6,11,2
2017-11-05,90.9252882,14.87,55.07,10,6,11,2
2017-11-05,91.4575174,15.5,43.96,11,6,11,2
2017-11-05,93.535273,15.71,42.24,12,6,11,1
2017-11-05,94.9800042,16.0,40.46,13,6,11,1
2017-11-05,99.0358656,16.1,38.01,14,6,11,2
2017-11-05,101.1346202,16.03,35.98,15,6,11,2
2017-11-05,102.8000318,15.84,39.94,16,6,11,2
2017-11-05,105.3777545,15.15,44.67,17,6,11,0
2017-11-05,102.9815777,13.91,51.91,18,6,11,0
2017-11-05,102.2147324,13.23,57.2,19,6,11,0
2017-11-05,97.150919,12.85,60.3,20,6,11,0
2017-11-05,92.3240125,12.65,62.94,21,6,11,0
2017-11-05,93.9228,12.61,63.48,22,6,11,0
2017-11-05,92.04797109999998,12.42,62.29,23,6,11,0
2017-11-06,91.9406853,12.51,57.2,0,0,11,0
2017-11-06,93.0062891,12.52,54.08,1,0,11,0
2017-11-06,93.7954697,12.01,55.42,2,0,11,0
2017-11-06,91.603365,11.9,54.25,3,0,11,0
2017-11-06,93.7235004,11.83,52.93,4,0,11,0
2017-11-06,101.2062077,12.01,50.1,5,0,11,0
2017-11-06,108.9781285,11.86,49.7,6,0,11,0
2017-11-06,160.47321259999995,11.76,50.14,7,0,11,0
2017-11-06,211.2999558,11.75,52.2,8,0,11,0
2017-11-06,257.1249281,12.88,46.42,9,0,11,2
2017-11-06,278.9696151,13.11,46.62,10,0,11,2
2017-11-06,301.1073336,13.52,49.33,11,0,11,2
2017-11-06,301.3291594,14.31,49.82,12,0,11,1
2017-11-06,300.60240310000006,16.2,43.89,13,0,11,1
2017-11-06,312.95076960000006,17.35,39.44,14,0,11,2
2017-11-06,303.9521254,17.3,36.64,15,0,11,2
2017-11-06,298.1544924,17.14,34.04,16,0,11,2
2017-11-06,287.7202802,17.07,34.61,17,0,11,0
2017-11-06,238.5818566,16.6,35.91,18,0,11,0
2017-11-06,186.3607798,14.65,51.04,19,0,11,0
2017-11-06,139.62655080000002,13.94,53.88,20,0,11,0
2017-11-06,110.4312593,13.79,53.66,21,0,11,0
2017-11-06,101.4188703,13.72,53.59,22,0,11,0
2017-11-06,100.2790064,13.58,53.27,23,0,11,0
2017-11-07,96.9483741,13.39,52.2,0,1,11,0
2017-11-07,95.4597359,13.47,50.16,1,1,11,0
2017-11-07,94.9387698,12.87,52.82,2,1,11,0
2017-11-07,93.8743114,12.63,53.24,3,1,11,0
2017-11-07,94.5751053,12.61,52.07,4,1,11,0
2017-11-07,98.895745,12.85,49.16,5,1,11,0
2017-11-07,104.5622297,11.09,73.5,6,1,11,0
2017-11-07,151.9722447,12.22,50.48,7,1,11,0
2017-11-07,212.3205072,11.57,56.49,8,1,11,0
2017-11-07,253.6576114,13.09,55.41,9,1,11,2
2017-11-07,285.8359063000001,14.49,45.92,10,1,11,2
2017-11-07,301.0420458,15.59,55.0,11,1,11,2
2017-11-07,314.4476165,16.69,52.08,12,1,11,1
2017-11-07,293.6229082,18.37,44.88,13,1,11,1
2017-11-07,315.3530552,18.57,42.83,14,1,11,2
2017-11-07,308.164143,17.33,46.08,15,1,11,2
2017-11-07,309.6590809,16.92,46.87,16,1,11,2
2017-11-07,285.922384,15.92,50.51,17,1,11,0
2017-11-07,241.4348571,14.52,58.23,18,1,11,0
2017-11-07,182.4492388,13.85,66.17,19,1,11,0
2017-11-07,140.4863644,13.82,72.5,20,1,11,0
2017-11-07,116.3128883,13.87,69.74,21,1,11,0
2017-11-07,109.4857316,13.85,69.16,22,1,11,0
2017-11-07,108.16470359999998,13.52,72.7,23,1,11,0
2017-11-08,104.2493446,13.1,72.4,0,2,11,0
2017-11-08,99.1070713,12.95,71.6,1,2,11,0
2017-11-08,95.304916,12.73,70.7,2,2,11,0
2017-11-08,95.4912344,12.51,70.3,3,2,11,0
2017-11-08,93.8832837,12.11,67.29,4,2,11,0
2017-11-08,91.845808,11.92,62.35,5,2,11,0
2017-11-08,101.1966627,11.38,68.3,6,2,11,0
2017-11-08,143.9855614,11.3,64.72,7,2,11,0
2017-11-08,216.8562912,11.43,59.7,8,2,11,0
2017-11-08,252.008999,12.42,55.27,9,2,11,2
2017-11-08,292.2180751,13.65,50.32,10,2,11,2
2017-11-08,300.9223515,14.49,44.65,11,2,11,2
2017-11-08,312.2975098,15.75,40.86,12,2,11,1
2017-11-08,310.6884137,16.17,40.68,13,2,11,1
2017-11-08,305.2511999,16.43,37.4,14,2,11,2
2017-11-08,326.55354,16.62,38.14,15,2,11,2
2017-11-08,306.7774454,15.83,41.15,16,2,11,2
2017-11-08,300.7929213,14.71,46.34,17,2,11,0
2017-11-08,273.2311611,13.11,55.41,18,2,11,0
2017-11-08,206.3665271,12.53,57.91,19,2,11,0
2017-11-08,144.1713071,12.44,56.79,20,2,11,0
2017-11-08,112.3053246,12.41,56.25,21,2,11,0
2017-11-08,107.5427514,12.28,55.18,22,2,11,0
2017-11-08,105.1072492,12.57,49.34,23,2,11,0
2017-11-09,106.3757797,11.99,52.16,0,3,11,0
2017-11-09,101.9608354,11.97,51.19,1,3,11,0
2017-11-09,97.649168,11.88,49.94,2,3,11,0
2017-11-09,96.4348531,11.7,48.29,3,3,11,0
2017-11-09,96.3957186,12.03,45.47,4,3,11,0
2017-11-09,97.45445,11.61,46.15,5,3,11,0
2017-11-09,107.3123351,10.65,49.35,6,3,11,0
2017-11-09,152.6423037,10.3,48.46,7,3,11,0
2017-11-09,215.3682257,10.82,45.38,8,3,11,0
2017-11-09,269.13921960000005,11.8,40.45,9,3,11,2
2017-11-09,312.5162812,11.9,42.64,10,3,11,2
2017-11-09,317.0936814,12.54,41.35,11,3,11,2
2017-11-09,312.7654057000001,13.92,36.53,12,3,11,1
2017-11-09,309.0126935,14.25,36.35,13,3,11,1
2017-11-09,311.195635,14.94,29.96,14,3,11,2
2017-11-09,326.9233133,15.87,26.37,15,3,11,2
2017-11-09,322.0124108,15.91,27.63,16,3,11,2
2017-11-09,308.3748966,14.58,39.06,17,3,11,0
2017-11-09,269.3934984,13.4,43.88,18,3,11,0
2017-11-09,206.91211930000003,12.73,48.73,19,3,11,0
2017-11-09,166.275809,12.54,50.7,20,3,11,0
2017-11-09,128.0417843,12.44,51.08,21,3,11,0
2017-11-09,114.4460772,12.63,51.16,22,3,11,0
2017-11-09,115.1352262,12.58,51.48,23,3,11,0
2017-11-10,102.633567,12.35,51.01,0,4,11,0
2017-11-10,97.8984834,12.56,48.69,1,4,11,0
2017-11-10,96.7082219,12.19,49.02,2,4,11,0
2017-11-10,96.0143004,11.75,51.5,3,4,11,0
2017-11-10,93.5287824,10.28,73.4,4,4,11,0
2017-11-10,100.7152129,10.4,66.25,5,4,11,0
2017-11-10,110.2682307,11.11,48.8,6,4,11,0
2017-11-10,156.4414046,10.92,49.05,7,4,11,0
2017-11-10,222.3427572,9.77,69.98,8,4,11,0
2017-11-10,280.071299,11.62,56.97,9,4,11,2
2017-11-10,308.4321666,12.42,54.94,10,4,11,2
2017-11-10,313.9562399,15.24,41.73,11,4,11,2
2017-11-10,324.7712976,16.8,34.36,12,4,11,1
2017-11-10,305.8424172,17.07,36.35,13,4,11,2
2017-11-10,322.5868289,17.54,34.64,14,4,11,2
2017-11-10,311.0427241000001,18.76,31.5,15,4,11,2
2017-11-10,300.3779047,19.34,31.29,16,4,11,2
2017-11-10,279.3130442,17.91,38.51,17,4,11,0
2017-11-10,239.1524567,16.07,51.38,18,4,11,0
2017-11-10,181.925791,15.29,52.17,19,4,11,0
2017-11-10,144.73961640000005,15.18,51.83,20,4,11,0
2017-11-10,119.5318441,14.83,55.14,21,4,11,0
2017-11-10,97.8589671,14.62,58.3,22,4,11,0
2017-11-10,97.7747802,14.43,59.47,23,4,11,0
2017-11-11,95.0582732,14.25,61.51,0,5,11,0
2017-11-11,91.399102,14.17,62.35,1,5,11,0
2017-11-11,88.7536098,14.25,61.5,2,5,11,0
2017-11-11,89.7436172,13.29,67.23,3,5,11,0
2017-11-11,88.489786,13.13,67.64,4,5,11,0
2017-11-11,85.72135420000002,13.08,67.23,5,5,11,0
2017-11-11,85.33115459999998,11.74,74.7,6,5,11,0
2017-11-11,96.2489165,12.45,69.91,7,5,11,0
2017-11-11,103.7610224,12.79,67.1,8,5,11,0
2017-11-11,115.6061765,14.95,60.36,9,5,11,2
2017-11-11,130.7094209,15.4,58.23,10,5,11,2
2017-11-11,140.1583982,16.68,59.45,11,5,11,2
2017-11-11,137.74809480000002,17.17,57.26,12,5,11,1
2017-11-11,128.6767177,18.66,50.87,13,5,11,2
2017-11-11,116.0351288,19.29,47.66,14,5,11,2
2017-11-11,120.0604462,19.53,44.4,15,5,11,2
2017-11-11,116.4900435,18.62,51.41,16,5,11,2
2017-11-11,114.5224372,17.16,57.41,17,5,11,0
2017-11-11,112.9337674,15.04,63.1,18,5,11,0
2017-11-11,105.6146614,13.77,65.49,19,5,11,0
2017-11-11,108.5449764,13.26,63.58,20,5,11,0
2017-11-11,95.6147467,13.08,62.92,21,5,11,0
2017-11-11,93.1863078,13.27,59.23,22,5,11,0
2017-11-11,92.2048909,12.87,60.26,23,5,11,0
2017-11-12,91.3760031,12.63,63.56,0,6,11,0
2017-11-12,92.8550963,12.68,66.61,1,6,11,0
2017-11-12,92.5798185,12.3,67.62,2,6,11,0
2017-11-12,91.2629903,11.93,75.3,3,6,11,0
2017-11-12,90.2957,12.35,72.2,4,6,11,0
2017-11-12,86.1861957,12.15,74.9,5,6,11,0
2017-11-12,84.965772,12.22,77.2,6,6,11,0
2017-11-12,87.85427990000002,12.17,76.4,7,6,11,0
2017-11-12,84.2424519,12.59,73.8,8,6,11,0
2017-11-12,87.12733270000003,13.39,70.3,9,6,11,2
2017-11-12,92.0485438,14.33,65.08,10,6,11,2
2017-11-12,92.5676009,15.14,61.47,11,6,11,2
2017-11-12,93.3409368,15.19,61.61,12,6,11,2
2017-11-12,93.5694441,16.33,56.88,13,6,11,2
2017-11-12,98.5280716,16.52,53.85,14,6,11,2
2017-11-12,102.1313091,16.92,53.02,15,6,11,2
2017-11-12,105.863595,15.32,58.5,16,6,11,2
2017-11-12,115.0907465,14.24,62.2,17,6,11,0
2017-11-12,116.3228151,13.58,63.85,18,6,11,0
2017-11-12,114.2946935,13.32,65.6,19,6,11,0
2017-11-12,111.5096534,13.22,70.7,20,6,11,0
2017-11-12,110.3741802,13.22,73.9,21,6,11,0
2017-11-12,109.4695051,13.43,74.4,22,6,11,0
2017-11-12,107.407976,14.1,71.6,23,6,11,0
2017-11-13,96.627853,14.02,74.7,0,0,11,0
2017-11-13,96.8534968,14.07,75.4,1,0,11,0
2017-11-13,95.9938741,13.94,75.7,2,0,11,0
2017-11-13,95.1802583,13.77,78.1,3,0,11,0
2017-11-13,96.8101625,13.83,75.7,4,0,11,0
2017-11-13,99.8685714,13.24,76.2,5,0,11,0
2017-11-13,106.0957294,13.34,78.1,6,0,11,0
2017-11-13,159.0739156,13.1,77.8,7,0,11,0
2017-11-13,221.6389089,13.29,74.1,8,0,11,0
2017-11-13,265.7717436,14.12,64.55,9,0,11,2
2017-11-13,291.4386304,14.47,66.31,10,0,11,2
2017-11-13,304.8054484,15.95,59.56,11,0,11,2
2017-11-13,329.6789548,17.02,51.29,12,0,11,2
2017-11-13,296.54577810000006,17.7,49.03,13,0,11,2
2017-11-13,303.7644707,17.92,49.58,14,0,11,2
2017-11-13,325.5579965,18.01,50.12,15,0,11,2
2017-11-13,326.5386498000001,17.31,54.56,16,0,11,2
2017-11-13,306.9578459,16.82,51.85,17,0,11,0
2017-11-13,263.7317862,15.33,54.58,18,0,11,0
2017-11-13,200.2743354,13.79,60.45,19,0,11,0
2017-11-13,157.670037,13.22,62.73,20,0,11,0
2017-11-13,121.2625435,13.34,59.96,21,0,11,0
2017-11-13,110.1428094,13.47,59.55,22,0,11,0
2017-11-13,104.8684333,14.08,54.16,23,0,11,0
2017-11-14,102.6988548,14.06,46.12,0,1,11,0
2017-11-14,97.6417229,13.44,44.73,1,1,11,0
2017-11-14,94.8494286,12.77,45.5,2,1,11,0
2017-11-14,93.7845884,11.99,45.31,3,1,11,0
2017-11-14,89.2577767,11.38,46.57,4,1,11,0
2017-11-14,87.93693959999997,10.78,46.77,5,1,11,0
2017-11-14,106.1071834,10.33,47.73,6,1,11,0
2017-11-14,154.01010219999995,10.05,48.48,7,1,11,0
2017-11-14,221.7708208,10.61,46.44,8,1,11,0
2017-11-14,278.2819933,10.82,45.7,9,1,11,2
2017-11-14,322.5394857,11.25,44.97,10,1,11,2
2017-11-14,323.4023537,12.59,42.91,11,1,11,2
2017-11-14,338.0212848000001,12.94,43.5,12,1,11,2
2017-11-14,317.7723309,14.88,38.42,13,1,11,2
2017-11-14,336.606334,16.4,32.55,14,1,11,2
2017-11-14,331.8315432,16.38,31.2,15,1,11,2
2017-11-14,326.784529,17.0,29.17,16,1,11,2
2017-11-14,322.2403454,16.2,30.32,17,1,11,0
2017-11-14,280.4004106,15.63,33.82,18,1,11,0
2017-11-14,200.2603997,15.33,34.96,19,1,11,0
2017-11-14,151.7013576,15.32,30.1,20,1,11,0
2017-11-14,118.335092,14.81,32.0,21,1,11,0
2017-11-14,110.5700436,14.43,33.59,22,1,11,0
2017-11-14,108.8112819,13.67,36.17,23,1,11,0
2017-11-15,102.0597216,13.16,42.99,0,2,11,0
2017-11-15,85.51327320000001,11.93,61.27,1,2,11,0
2017-11-15,82.87675329999998,12.4,45.87,2,2,11,0
2017-11-15,79.27389759999998,10.27,62.5,3,2,11,0
2017-11-15,77.61230400000002,10.09,57.43,4,2,11,0
2017-11-15,78.0479378,9.34,62.18,5,2,11,0
2017-11-15,93.5175193,8.68,67.16,6,2,11,0
2017-11-15,144.6556204,8.45,62.33,7,2,11,0
2017-11-15,222.3568838,8.61,65.88,8,2,11,0
