Date,Power_kW,temp_C,HR,Hour,Weekday,Month,Cluster
2017-01-01,74.897706,8.72,74.6,0,6,1,0
2017-01-01,75.17355649999998,8.21,75.0,1,6,1,0
2017-01-01,74.2081752,7.58,79.2,2,6,1,0
2017-01-01,73.7358886,6.968,81.2,3,6,1,0
2017-01-01,75.1023508,6.7970000000000015,80.8,4,6,1,0
2017-01-01,75.7873,6.1610000000000005,81.7,5,6,1,0
2017-01-01,77.6023772,5.8020000000000005,80.5,6,6,1,0
2017-01-01,78.4381374,5.525,80.5,7,6,1,0
2017-01-01,79.3300222,5.3870000000000005,80.6,8,6,1,0
2017-01-01,79.1734842,5.407,80.6,9,6,1,0
2017-01-01,79.9118854,5.62,80.5,10,6,1,0
2017-01-01,79.9960723,6.206,78.4,11,6,1,0
2017-01-01,78.9804843,7.25,75.1,12,6,1,2
2017-01-01,80.4000167,7.82,76.1,13,6,1,0
2017-01-01,82.9294417,9.28,71.5,14,6,1,0
2017-01-01,84.2287071,10.1,68.96,15,6,1,0
2017-01-01,84.272805,9.78,71.8,16,6,1,0
2017-01-01,85.5831426,9.26,75.1,17,6,1,0
2017-01-01,85.15858100000001,8.87,76.6,18,6,1,0
2017-01-01,86.1590879,8.9,75.8,19,6,1,0
2017-01-01,87.6857152,9.26,76.1,20,6,1,0
2017-01-01,86.0090405,9.21,77.8,21,6,1,0
2017-01-01,87.44747199999998,9.51,78.0,22,6,1,0
2017-01-01,88.2941135,10.09,78.4,23,6,1,0
2017-01-02,87.3963108,9.64,81.4,0,0,1,0
2017-01-02,89.1758806,9.57,84.7,1,0,1,0
2017-01-02,88.1238307,9.97,85.2,2,0,1,0
2017-01-02,87.7779199,9.8,86.1,3,0,1,0
2017-01-02,87.1412684,9.83,87.3,4,0,1,0
2017-01-02,96.3670836,9.84,86.2,5,0,1,0
2017-01-02,109.7333289,10.43,82.8,6,0,1,0
2017-01-02,179.4389367,10.39,82.2,7,0,1,0
2017-01-02,278.7035005,10.16,81.8,8,0,1,0
2017-01-02,300.0487931,10.15,80.1,9,0,1,0
2017-01-02,329.3708422,10.75,78.2,10,0,1,0
2017-01-02,355.2124025,11.21,76.7,11,0,1,0
2017-01-02,373.9417924,12.36,73.3,12,0,1,0
2017-01-02,361.8446503,12.86,73.2,13,0,1,0
2017-01-02,354.1196909,13.96,68.63,14,0,1,0
2017-01-02,354.5873959,12.69,79.6,15,0,1,0
2017-01-02,347.5905291,13.42,75.4,16,0,1,0
2017-01-02,315.1220662,13.11,78.0,17,0,1,0
2017-01-02,268.6617787,13.99,75.0,18,0,1,0
2017-01-02,183.7777119,13.49,78.5,19,0,1,0
2017-01-02,160.701529,13.65,79.2,20,0,1,0
2017-01-02,136.6553832,13.26,83.8,21,0,1,0
2017-01-02,133.1861575,13.71,81.9,22,0,1,0
2017-01-02,129.418746,14.06,84.6,23,0,1,0
2017-01-03,128.49192649999998,14.36,83.0,0,1,1,0
2017-01-03,122.64924109999998,14.24,83.8,1,1,1,0
2017-01-03,121.5198767,14.32,83.8,2,1,1,0
2017-01-03,120.8690986,12.83,87.8,3,1,1,0
2017-01-03,119.5690696,13.97,88.8,4,1,1,0
2017-01-03,124.449619,14.77,85.5,5,1,1,0
2017-01-03,135.9032372,14.86,84.5,6,1,1,0
2017-01-03,186.6402574,14.85,83.9,7,1,1,0
2017-01-03,288.85842599999995,14.99,84.6,8,1,1,0
2017-01-03,333.298037,15.13,83.3,9,1,1,0
2017-01-03,371.8474285,15.64,81.7,10,1,1,2
2017-01-03,348.5484653,15.86,78.6,11,1,1,2
2017-01-03,347.6258456000001,16.08,74.0,12,1,1,2
2017-01-03,335.241399,16.5,70.1,13,1,1,2
2017-01-03,341.1354365,16.48,74.4,14,1,1,2
2017-01-03,342.6078482,16.33,71.0,15,1,1,2
2017-01-03,336.0174075,16.05,67.79,16,1,1,0
2017-01-03,303.4074877,15.34,75.2,17,1,1,0
2017-01-03,251.3001873,15.28,76.6,18,1,1,0
2017-01-03,178.63944750000005,15.02,80.7,19,1,1,0
2017-01-03,145.4654182,15.05,82.7,20,1,1,0
2017-01-03,118.8631214,14.99,82.4,21,1,1,0
2017-01-03,111.3487247,15.02,82.0,22,1,1,0
2017-01-03,110.5564897,14.94,82.4,23,1,1,0
2017-01-04,107.4486377,14.35,84.6,0,2,1,0
2017-01-04,96.9098123,13.26,87.9,1,2,1,0
2017-01-04,95.7558218,13.06,89.5,2,2,1,0
2017-01-04,95.2963255,12.44,90.2,3,2,1,0
2017-01-04,93.7840157,11.74,91.1,4,2,1,0
2017-01-04,95.5133788,11.67,91.4,5,2,1,0
2017-01-04,114.30309309999998,11.56,91.5,6,2,1,0
2017-01-04,187.3681591,11.58,91.7,7,2,1,0
2017-01-04,295.4337856,11.46,91.9,8,2,1,0
2017-01-04,327.8247431000001,11.43,92.0,9,2,1,0
2017-01-04,356.0218185,11.82,91.9,10,2,1,0
2017-01-04,362.9083451,11.91,91.8,11,2,1,2
2017-01-04,352.1601024,12.84,90.9,12,2,1,2
2017-01-04,352.8139349,13.81,85.3,13,2,1,2
2017-01-04,352.6331526,14.22,82.9,14,2,1,0
2017-01-04,352.9412652,14.14,84.2,15,2,1,2
2017-01-04,351.7177871,13.9,85.8,16,2,1,0
2017-01-04,314.3326947,13.77,86.6,17,2,1,0
2017-01-04,254.9013249,13.58,87.0,18,2,1,0
2017-01-04,182.3327898,13.55,87.7,19,2,1,0
2017-01-04,153.3123627,13.24,88.6,20,2,1,0
2017-01-04,129.53920390000002,12.97,89.9,21,2,1,0
2017-01-04,126.56250020000002,12.7,90.1,22,2,1,0
2017-01-04,126.9853437,12.23,90.9,23,2,1,0
2017-01-05,125.26457109999998,11.87,91.4,0,3,1,0
2017-01-05,116.5305143,11.81,91.8,1,3,1,0
2017-01-05,115.8885176,11.49,92.0,2,3,1,0
2017-01-05,114.5449634,11.17,92.3,3,3,1,0
2017-01-05,108.230755,10.62,93.2,4,3,1,0
2017-01-05,100.0873428,10.71,93.6,5,3,1,0
2017-01-05,120.08621770000002,10.06,94.8,6,3,1,0
2017-01-05,195.7769223,9.55,95.2,7,3,1,0
2017-01-05,323.0598791000001,9.11,95.5,8,3,1,0
2017-01-05,351.8701253,8.67,95.8,9,3,1,0
2017-01-05,379.2703841,9.11,95.6,10,3,1,0
2017-01-05,368.4184827,9.24,95.5,11,3,1,2
2017-01-05,370.947335,9.74,95.2,12,3,1,2
2017-01-05,366.3978062,9.86,95.2,13,3,1,2
2017-01-05,364.1465225,11.03,94.9,14,3,1,2
2017-01-05,369.18322810000006,9.99,95.2,15,3,1,2
2017-01-05,373.58690930000006,9.97,94.8,16,3,1,0
2017-01-05,334.7005793,9.88,94.9,17,3,1,0
2017-01-05,269.3213382,10.02,95.0,18,3,1,0
2017-01-05,183.6358732,9.98,95.1,19,3,1,0
2017-01-05,150.459744,9.68,95.4,20,3,1,0
2017-01-05,131.54079040000002,9.88,95.4,21,3,1,0
2017-01-05,127.777006,9.38,95.7,22,3,1,0
2017-01-05,125.16644850000002,9.12,95.8,23,3,1,0
2017-01-06,121.5030775,9.3,95.8,0,4,1,0
2017-01-06,113.1790739,9.45,95.7,1,4,1,0
2017-01-06,111.4048493,9.14,96.0,2,4,1,0
2017-01-06,110.3318004,8.83,96.2,3,4,1,0
2017-01-06,109.3484745,8.2,96.6,4,4,1,0
2017-01-06,115.0976189,8.35,96.6,5,4,1,0
2017-01-06,115.8717184,8.28,96.6,6,4,1,0
2017-01-06,191.6840263,8.05,96.7,7,4,1,0
2017-01-06,314.9857636000001,7.8,96.9,8,4,1,0
2017-01-06,352.50658589999995,7.08,97.3,9,4,1,0
2017-01-06,379.0729935,7.11,97.4,10,4,1,0
2017-01-06,372.17864,7.47,97.1,11,4,1,2
2017-01-06,376.2327833,7.66,97.1,12,4,1,2
2017-01-06,360.1339954,8.11,97.0,13,4,1,2
2017-01-06,352.5249123000001,9.65,86.5,14,4,1,2
2017-01-06,352.7761367,12.02,72.9,15,4,1,2
2017-01-06,354.2097957,12.93,69.92,16,4,1,2
2017-01-06,315.3576368,12.45,73.0,17,4,1,0
2017-01-06,255.30966,12.27,72.2,18,4,1,0
2017-01-06,176.1726377,12.53,69.42,19,4,1,0
2017-01-06,138.4536612,12.75,66.19,20,4,1,0
2017-01-06,116.5967566,11.72,68.25,21,4,1,0
2017-01-06,109.4320887,10.74,67.25,22,4,1,0
2017-01-06,108.7887557,9.91,73.2,23,4,1,0
2017-01-07,105.0482611,9.55,70.5,0,5,1,0
2017-01-07,106.5620981,9.35,72.0,1,5,1,0
2017-01-07,105.9052112,9.09,74.6,2,5,1,0
2017-01-07,103.48689,8.59,77.7,3,5,1,0
2017-01-07,101.6548227,8.05,80.4,4,5,1,0
2017-01-07,98.0057692,7.53,79.7,5,5,1,0
2017-01-07,95.0731634,7.33,78.9,6,5,1,0
2017-01-07,103.5615319,7.28,78.1,7,5,1,0
2017-01-07,113.1876644,7.01,78.6,8,5,1,0
2017-01-07,110.2615492,7.75,74.4,9,5,1,0
2017-01-07,119.1935693,8.39,70.3,10,5,1,2
2017-01-07,120.19064,9.55,63.38,11,5,1,2
2017-01-07,124.8833438,10.41,60.78,12,5,1,2
2017-01-07,123.2626028,11.19,61.15,13,5,1,2
2017-01-07,122.7813439,11.89,59.62,14,5,1,2
2017-01-07,121.204319,13.41,57.14,15,5,1,2
2017-01-07,123.1375633,14.1,55.74,16,5,1,0
2017-01-07,126.287986,12.42,61.76,17,5,1,0
2017-01-07,123.082775,12.1,65.74,18,5,1,0
2017-01-07,122.0828408,11.95,67.83,19,5,1,0
2017-01-07,117.3111044,12.08,65.11,20,5,1,0
2017-01-07,112.4574719,11.37,70.3,21,5,1,0
2017-01-07,111.9729677,11.58,64.23,22,5,1,0
2017-01-07,111.5852498,10.79,64.62,23,5,1,0
2017-01-08,109.2492065,9.98,67.26,0,6,1,0
2017-01-08,107.68439920000002,9.58,67.93,1,6,1,0
2017-01-08,106.2245869,9.11,66.36,2,6,1,0
2017-01-08,106.6155501,7.92,74.6,3,6,1,0
2017-01-08,105.6805219,7.23,79.8,4,6,1,0
2017-01-08,100.8413978,6.825,77.9,5,6,1,0
2017-01-08,97.3162384,6.646,78.3,6,6,1,0
2017-01-08,97.1768814,6.371,80.4,7,6,1,0
2017-01-08,96.0561075,6.181,81.7,8,6,1,0
2017-01-08,99.2204659,6.879,75.3,9,6,1,0
2017-01-08,98.9869952,7.67,72.5,10,6,1,2
2017-01-08,102.4361764,8.49,70.4,11,6,1,2
2017-01-08,106.6191772,9.58,65.88,12,6,1,2
2017-01-08,105.9105564,10.86,59.99,13,6,1,2
2017-01-08,108.6003374,12.45,54.69,14,6,1,2
2017-01-08,114.6522492,12.36,54.57,15,6,1,2
2017-01-08,122.284813,13.08,53.26,16,6,1,0
2017-01-08,129.1845117,12.1,53.96,17,6,1,0
2017-01-08,128.7446781,11.53,54.75,18,6,1,0
2017-01-08,128.5894764,11.38,56.81,19,6,1,0
2017-01-08,124.2884994,10.41,61.53,20,6,1,0
2017-01-08,122.7288464,10.13,60.67,21,6,1,0
2017-01-08,119.11415490000002,9.93,52.1,22,6,1,0
2017-01-08,115.851483,9.71,45.52,23,6,1,0
2017-01-09,112.1860121,9.08,48.51,0,0,1,0
2017-01-09,109.7373378,9.0,50.61,1,0,1,0
2017-01-09,102.2265682,8.79,53.85,2,0,1,0
2017-01-09,92.9232476,9.6,46.13,3,0,1,0
2017-01-09,91.2878073,8.06,60.94,4,0,1,0
2017-01-09,95.199921,7.59,55.79,5,0,1,0
2017-01-09,109.0493342,8.21,54.66,6,0,1,0
2017-01-09,186.3166819,6.926,62.75,7,0,1,0
2017-01-09,306.9183296,5.769,82.1,8,0,1,0
2017-01-09,349.8393311000001,7.64,66.3,9,0,1,0
2017-01-09,386.7053664,7.38,72.2,10,0,1,2
2017-01-09,397.8640441,8.45,62.71,11,0,1,2
2017-01-09,398.9798546,10.77,52.27,12,0,1,2
2017-01-09,375.1780608,13.37,40.24,13,0,1,2
2017-01-09,379.2079598,14.21,37.69,14,0,1,2
2017-01-09,361.7866167,16.51,34.59,15,0,1,2
2017-01-09,363.895489,16.95,35.05,16,0,1,2
2017-01-09,343.3922563,15.58,43.11,17,0,1,0
2017-01-09,279.3758503,14.11,43.28,18,0,1,0
2017-01-09,195.1374073,13.27,43.73,19,0,1,0
2017-01-09,150.5935649,13.59,35.47,20,0,1,0
2017-01-09,130.3291481,12.06,49.46,21,0,1,0
2017-01-09,123.0550945,11.35,52.82,22,0,1,0
2017-01-09,122.0456153,11.66,56.84,23,0,1,0
2017-01-10,120.5527773,12.1,46.32,0,1,1,0
2017-01-10,108.7608843,11.87,58.15,1,1,1,0
2017-01-10,107.8741538,11.6,72.0,2,1,1,0
2017-01-10,102.8237034,11.39,74.0,3,1,1,0
2017-01-10,100.3441033,11.33,76.0,4,1,1,0
2017-01-10,101.5366556,11.39,74.1,5,1,1,0
2017-01-10,125.6125818,10.97,75.6,6,1,1,0
2017-01-10,196.9847466,11.64,72.3,7,1,1,0
2017-01-10,304.1332895,12.13,70.3,8,1,1,0
2017-01-10,333.4494207,12.09,71.2,9,1,1,0
2017-01-10,369.1895278,12.39,70.1,10,1,1,0
2017-01-10,367.1360165,13.23,66.09,11,1,1,2
2017-01-10,370.2873937,14.0,64.89,12,1,1,2
2017-01-10,354.6984997,14.19,63.77,13,1,1,2
2017-01-10,369.7173663,14.5,61.02,14,1,1,2
2017-01-10,369.5896542,14.08,59.6,15,1,1,2
2017-01-10,368.7109415,13.49,66.42,16,1,1,0
2017-01-10,344.9977253,13.03,67.75,17,1,1,0
2017-01-10,285.4115356000001,12.8,68.98,18,1,1,0
2017-01-10,200.6002017,12.52,68.97,19,1,1,0
2017-01-10,153.0332669,12.53,69.54,20,1,1,0
2017-01-10,126.9101291,12.48,67.72,21,1,1,0
2017-01-10,131.2277144,12.4,68.9,22,1,1,0
2017-01-10,126.652605,12.4,68.59,23,1,1,0
2017-01-11,121.9045402,12.44,68.9,0,2,1,0
2017-01-11,111.588686,12.22,71.1,1,2,1,0
2017-01-11,110.4415679,12.32,70.8,2,2,1,0
2017-01-11,108.27771640000002,12.3,69.29,3,2,1,0
2017-01-11,102.261312,12.23,68.9,4,2,1,0
2017-01-11,106.0913387,12.21,67.88,5,2,1,0
2017-01-11,124.9927295,12.03,69.44,6,2,1,0
2017-01-11,190.6714927,11.7,71.8,7,2,1,0
2017-01-11,310.1076958999999,12.18,70.8,8,2,1,0
2017-01-11,335.3887738,12.25,70.8,9,2,1,0
2017-01-11,369.1931549,13.27,63.87,10,2,1,2
2017-01-11,376.1827675,13.47,65.7,11,2,1,2
2017-01-11,371.2896187,15.29,58.77,12,2,1,2
2017-01-11,348.90735730000006,17.05,53.5,13,2,1,2
2017-01-11,357.065087,18.23,49.85,14,2,1,2
2017-01-11,365.014163,18.06,50.94,15,2,1,2
2017-01-11,372.7270957,18.92,47.85,16,2,1,2
2017-01-11,334.9069422,16.13,54.46,17,2,1,0
2017-01-11,272.0998877,15.64,58.78,18,2,1,0
2017-01-11,190.4101506,15.41,60.7,19,2,1,0
2017-01-11,152.3151011,14.33,68.44,20,2,1,0
2017-01-11,131.36802590000002,14.17,68.22,21,2,1,0
2017-01-11,123.701291,13.17,73.4,22,2,1,0
2017-01-11,120.2643274,12.89,74.7,23,2,1,0
2017-01-12,111.4644101,12.43,76.6,0,3,1,0
2017-01-12,104.0296187,11.69,78.7,1,3,1,0
2017-01-12,100.9446747,10.68,81.7,2,3,1,0
2017-01-12,96.2733517,10.61,83.2,3,3,1,0
2017-01-12,92.1380759,10.18,85.3,4,3,1,0
2017-01-12,100.027782,8.83,92.8,5,3,1,0
2017-01-12,119.6282486,8.55,93.5,6,3,1,0
2017-01-12,196.11099730000004,8.06,94.0,7,3,1,0
2017-01-12,305.1908755,8.19,94.3,8,3,1,0
2017-01-12,335.3181408000001,8.45,94.7,9,3,1,0
2017-01-12,387.8841739,9.66,95.0,10,3,1,0
2017-01-12,390.5714732,10.07,94.9,11,3,1,2
2017-01-12,377.6471614,9.88,95.1,12,3,1,2
2017-01-12,366.1120289,10.19,94.8,13,3,1,2
2017-01-12,376.2995983,11.53,93.3,14,3,1,2
2017-01-12,379.829912,13.51,76.9,15,3,1,2
2017-01-12,378.2994667,14.11,72.5,16,3,1,2
2017-01-12,338.3675774,13.52,70.5,17,3,1,0
2017-01-12,274.1047195,12.39,71.3,18,3,1,0
2017-01-12,181.04956,12.11,70.8,19,3,1,0
2017-01-12,149.7032073,12.09,71.6,20,3,1,0
2017-01-12,125.5299221,12.08,72.7,21,3,1,0
2017-01-12,119.7924226,12.37,74.0,22,3,1,0
2017-01-12,119.5041636,12.25,71.6,23,3,1,0
2017-01-13,118.0059804,11.83,72.8,0,4,1,0
2017-01-13,113.3944091,11.8,71.4,1,4,1,0
2017-01-13,104.8846598,11.56,73.1,2,4,1,0
2017-01-13,101.4860671,11.51,78.4,3,4,1,0
2017-01-13,102.2483308,11.58,80.7,4,4,1,0
2017-01-13,113.3778008,11.58,78.9,5,4,1,0
2017-01-13,120.2103027,11.03,72.1,6,4,1,0
2017-01-13,197.9760903,10.49,64.53,7,4,1,0
2017-01-13,329.36244260000007,10.24,60.87,8,4,1,0
2017-01-13,362.2224414,10.75,59.55,9,4,1,0
2017-01-13,380.9312141,11.32,55.57,10,4,1,2
2017-01-13,365.1122856,11.45,51.93,11,4,1,2
2017-01-13,384.2379839,11.84,50.23,12,4,1,2
2017-01-13,361.6115614,12.34,47.01,13,4,1,1
2017-01-13,359.728142,12.14,48.01,14,4,1,2
2017-01-13,382.7041024,12.24,46.89,15,4,1,2
2017-01-13,371.3934683,11.74,49.57,16,4,1,2
2017-01-13,334.8082469,11.28,52.82,17,4,1,0
2017-01-13,262.5995583,10.24,58.03,18,4,1,0
2017-01-13,187.6732173,9.75,61.46,19,4,1,0
2017-01-13,149.7662043,9.71,59.3,20,4,1,0
2017-01-13,133.486825,9.43,61.04,21,4,1,0
2017-01-13,126.1207576,9.17,62.08,22,4,1,0
2017-01-13,116.04811,9.06,61.43,23,4,1,0
2017-01-14,107.1336527,8.93,60.42,0,5,1,0
2017-01-14,103.4469919,8.77,55.1,1,5,1,0
2017-01-14,104.435663,8.42,55.93,2,5,1,0
2017-01-14,102.6719379,8.06,59.99,3,5,1,0
2017-01-14,102.0314684,7.72,58.89,4,5,1,0
2017-01-14,98.5925958,7.49,55.32,5,5,1,0
2017-01-14,96.6958134,7.36,52.0,6,5,1,0
2017-01-14,107.7989392,7.62,49.82,7,5,1,0
2017-01-14,118.0535145,7.37,50.12,8,5,1,0
2017-01-14,123.8876094,8.28,45.45,9,5,1,0
2017-01-14,126.6436327,8.68,49.15,10,5,1,2
2017-01-14,124.2871631,9.24,49.25,11,5,1,2
2017-01-14,125.8538794,9.79,42.69,12,5,1,2
2017-01-14,130.5345565,10.69,36.08,13,5,1,2
2017-01-14,125.26858,10.83,42.97,14,5,1,2
2017-01-14,125.6265175,11.84,37.72,15,5,1,2
2017-01-14,127.4366313,12.33,35.2,16,5,1,2
2017-01-14,134.3538928,12.01,36.42,17,5,1,0
2017-01-14,134.0929325,10.38,49.17,18,5,1,0
2017-01-14,132.3574606,9.29,55.31,19,5,1,0
2017-01-14,121.2503259,8.88,54.91,20,5,1,0
2017-01-14,119.547307,8.77,54.01,21,5,1,0
2017-01-14,119.3997413,8.8,52.49,22,5,1,0
2017-01-14,120.6531907,8.59,53.27,23,5,1,0
2017-01-15,118.8430769,8.47,56.32,0,6,1,0
2017-01-15,109.962218,8.23,57.39,1,6,1,0
2017-01-15,105.81701540000002,7.59,61.19,2,6,1,0
2017-01-15,103.6044844,7.13,62.16,3,6,1,0
2017-01-15,101.365991,6.954,60.12,4,6,1,0
2017-01-15,95.5049792,6.949,53.8,5,6,1,0
2017-01-15,96.1097504,7.06,51.53,6,6,1,0
2017-01-15,96.0503805,6.38,59.38,7,6,1,0
2017-01-15,95.5402957,6.085,60.0,8,6,1,0
2017-01-15,90.969577,6.691,60.4,9,6,1,0
2017-01-15,92.4595515,7.82,54.12,10,6,1,2
2017-01-15,102.2294317,8.37,51.4,11,6,1,2
2017-01-15,107.49617179999998,9.88,41.76,12,6,1,2
2017-01-15,106.0798847,12.56,34.4,13,6,1,2
2017-01-15,108.7162137,12.24,40.66,14,6,1,2
2017-01-15,112.2075838,12.73,40.86,15,6,1,2
2017-01-15,116.7229415,13.83,29.15,16,6,1,2
2017-01-15,125.1299866,12.33,40.09,17,6,1,0
2017-01-15,129.3570853,10.52,47.62,18,6,1,0
2017-01-15,124.7407415,9.89,52.1,19,6,1,0
2017-01-15,117.292778,9.43,60.58,20,6,1,0
2017-01-15,115.6218303,9.44,66.26,21,6,1,0
2017-01-15,113.6738867,9.26,64.72,22,6,1,0
2017-01-15,114.0171249,9.79,59.5,23,6,1,0
2017-01-16,110.494829,9.55,59.45,0,0,1,0
2017-01-16,102.3428263,9.21,58.66,1,0,1,0
2017-01-16,99.8162648,8.97,57.51,2,0,1,0
2017-01-16,99.8670442,8.6,57.24,3,0,1,0
2017-01-16,99.6162016,7.62,70.3,4,0,1,0
2017-01-16,98.9923404,8.12,61.14,5,0,1,0
2017-01-16,116.8636348,6.915,70.8,6,0,1,0
2017-01-16,198.0566501,5.7879999999999985,82.5,7,0,1,0
2017-01-16,306.9196659,5.043,87.6,8,0,1,0
2017-01-16,357.5768899,6.8660000000000005,72.7,9,0,1,2
2017-01-16,382.3032124,8.38,69.25,10,0,1,2
2017-01-16,374.3594816,7.72,69.1,11,0,1,2
2017-01-16,375.9729684,10.44,53.7,12,0,1,2
2017-01-16,361.1799365,11.98,45.78,13,0,1,2
2017-01-16,356.0697344,13.14,37.76,14,0,1,2
2017-01-16,358.2809291000001,14.4,35.68,15,0,1,2
2017-01-16,357.23117,16.34,34.2,16,0,1,2
2017-01-16,321.4990807,14.34,41.26,17,0,1,0
2017-01-16,280.6544985,12.36,51.42,18,0,1,0
2017-01-16,199.1371441,11.42,48.73,19,0,1,0
2017-01-16,154.4140466,10.69,55.29,20,0,1,0
2017-01-16,134.6490242,10.74,53.11,21,0,1,0
2017-01-16,129.4697163,10.21,60.42,22,0,1,0
2017-01-16,128.5085348,10.59,51.65,23,0,1,0
2017-01-17,126.2908495,9.82,60.25,0,1,1,0
2017-01-17,112.3648854,9.59,64.65,1,1,1,0
2017-01-17,105.4714864,9.38,64.38,2,1,1,0
2017-01-17,99.9760481,8.6,66.42,3,1,1,0
2017-01-17,104.512023,7.86,75.9,4,1,1,0
2017-01-17,115.9079894,7.88,71.1,5,1,1,0
2017-01-17,121.274952,6.8,83.6,6,1,1,0
2017-01-17,205.2990143,7.59,71.2,7,1,1,0
2017-01-17,313.0462196000001,6.761,78.8,8,1,1,0
2017-01-17,345.8510483,9.09,60.99,9,1,1,2
2017-01-17,368.8959236,10.09,65.12,10,1,1,2
2017-01-17,405.6804446,11.4,58.16,11,1,1,2
2017-01-17,393.8570531,15.64,38.33,12,1,1,2
2017-01-17,375.3540706,15.46,46.94,13,1,1,2
2017-01-17,374.3176745,16.97,39.55,14,1,1,2
2017-01-17,362.3440447,16.83,33.68,15,1,1,2
2017-01-17,373.367947,16.5,33.55,16,1,1,2
2017-01-17,326.5355954,14.69,45.91,17,1,1,0
2017-01-17,265.1205837,13.57,48.11,18,1,1,0
2017-01-17,199.9513326,12.41,51.77,19,1,1,0
2017-01-17,157.679582,11.98,64.81,20,1,1,0
2017-01-17,124.9072063,12.01,60.79,21,1,1,0
2017-01-17,118.0206797,11.89,58.1,22,1,1,0
2017-01-17,117.5552655,11.86,57.49,23,1,1,0
2017-01-18,109.0542976,11.32,60.19,0,2,1,0
2017-01-18,106.8747923,10.63,59.2,1,2,1,0
2017-01-18,106.0682398,9.65,57.57,2,2,1,0
2017-01-18,101.9184556,8.75,53.69,3,2,1,0
2017-01-18,100.7232307,7.82,47.28,4,2,1,0
2017-01-18,114.4947567,6.685,42.17,5,2,1,0
2017-01-18,122.06699609999998,6.0120000000000005,33.66,6,2,1,0
2017-01-18,194.1983702,5.078,31.53,7,2,1,0
2017-01-18,309.082372,4.774,31.84,8,2,1,0
2017-01-18,363.196795,4.805,33.54,9,2,1,2
2017-01-18,394.4041725,5.596,32.47,10,2,1,2
2017-01-18,408.1272099,5.585,26.63,11,2,1,2
2017-01-18,404.5039279,5.8820000000000014,28.03,12,2,1,2
2017-01-18,393.0476371,7.09,23.34,13,2,1,2
2017-01-18,392.0902736,7.25,25.6,14,2,1,2
2017-01-18,391.5519356,7.48,25.09,15,2,1,2
2017-01-18,389.7660661000001,7.75,23.77,16,2,1,2
2017-01-18,359.08786339999995,7.98,24.51,17,2,1,0
2017-01-18,290.998415,7.09,28.99,18,2,1,0
2017-01-18,203.5496067,6.433,28.62,19,2,1,0
2017-01-18,164.391626,6.206,31.86,20,2,1,0
2017-01-18,145.59847549999995,5.96,31.85,21,2,1,0
2017-01-18,126.163901,5.562,31.01,22,2,1,0
2017-01-18,121.6027273,5.464,30.61,23,2,1,0
2017-01-19,118.088831,5.033,31.59,0,3,1,0
2017-01-19,115.2003231,5.0,36.55,1,3,1,0
2017-01-19,110.0559499,4.677,35.94,2,3,1,0
2017-01-19,102.1355089,4.405,36.05,3,3,1,0
2017-01-19,103.4051848,4.498,36.01,4,3,1,0
2017-01-19,115.4757918,3.971,38.48,5,3,1,0
2017-01-19,128.1103174,3.85,40.51,6,3,1,0
2017-01-19,196.8127457,3.264,47.69,7,3,1,0
2017-01-19,316.6895461000001,3.014,47.31,8,3,1,0
2017-01-19,353.8677029,3.315,47.15,9,3,1,2
2017-01-19,385.5742839,3.845,44.96,10,3,1,2
2017-01-19,386.6032349,4.966,36.45,11,3,1,2
2017-01-19,380.5574319,5.44,39.31,12,3,1,2
2017-01-19,363.3397791,6.917000000000002,36.16,13,3,1,2
2017-01-19,366.039296,7.98,38.09,14,3,1,2
2017-01-19,380.7317236,9.6,37.95,15,3,1,2
2017-01-19,368.8802698,10.08,32.83,16,3,1,2
2017-01-19,335.8253621,9.38,27.96,17,3,1,0
2017-01-19,272.3560755,8.01,33.65,18,3,1,0
2017-01-19,199.6206938,6.795,46.84,19,3,1,0
2017-01-19,161.6340755,6.27,47.1,20,3,1,0
2017-01-19,140.7301437,6.354,51.05,21,3,1,0
2017-01-19,139.91900959999998,6.332000000000002,54.06,22,3,1,0
2017-01-19,131.1587995,5.973,56.5,23,3,1,0
2017-01-20,129.031219,5.971,56.75,0,4,1,0
2017-01-20,123.5434167,5.9689999999999985,57.01,1,4,1,0
2017-01-20,114.9364993,6.165,56.39,2,4,1,0
2017-01-20,110.2434137,5.089,63.06,3,4,1,0
2017-01-20,109.114622,5.71,60.34,4,4,1,0
2017-01-20,115.4463932,5.532,62.76,5,4,1,0
2017-01-20,136.5998313,4.331,78.5,6,4,1,0
2017-01-20,202.0164888,4.086,77.2,7,4,1,0
2017-01-20,326.6554806000001,4.4110000000000005,71.1,8,4,1,0
2017-01-20,352.49093210000007,4.229,79.5,9,4,1,2
2017-01-20,376.8146465,3.985,71.4,10,4,1,2
2017-01-20,376.3587773,5.3370000000000015,64.29,11,4,1,2
2017-01-20,384.6392557,7.46,49.85,12,4,1,2
2017-01-20,365.8974573,7.83,39.94,13,4,1,2
2017-01-20,363.4600461,8.01,45.78,14,4,1,2
2017-01-20,363.5892854,10.41,35.48,15,4,1,2
2017-01-20,352.4653515,11.39,34.76,16,4,1,2
2017-01-20,321.4446742,10.64,37.42,17,4,1,0
2017-01-20,262.197332,9.68,42.42,18,4,1,0
2017-01-20,182.9715412,9.7,44.48,19,4,1,0
2017-01-20,140.38747819999998,9.63,47.6,20,4,1,0
2017-01-20,124.3459603,9.44,49.13,21,4,1,0
